,Store ID,Pop class,Sales,Centre Type,Climate,Total_Store_sft,Sales_Floor_sft,Store_Frontage_ft,Store_Length_ft,Guys Segmentation,Girls Segmentation,MSA Type,Food_away_from_home,Meals_at_restaurants,Food_on_out_of_town_trips,Population_Est,Transient_Pop_Est,Seasonal_Pop_Est,Eth_White,Eth_Black,Eth_Asian,Eth_Hispanic,Eth_Other,Male_Pop,Females_Pop,Age_Average,Edu_High_school,Edu_Some_college,Edu_Clg_Assoc_deg,Edu_Clg_Bach_deg,Enroll_High_School,Enr_College_Graduate_Professional,Unemployment_Rate,Households_Est,Median_Household_Income,Average_Household_Income,Householder_under_25_yrs,Householder_25_to_44_yrs,Family_Inc_Median,Family_Inc_Agg_Avg,Family_Inc_Avg,Per_Capita_Income,Wealth_Median_Household,Wealth_Average_Household,Poverty_Pop,Male_14_to_35,Female_14_to_35,Total_Pop_14_to_35,Under_25_Low_Income,Under_25_Med_Income,Under_25_High_Income,25_to_44_Low_Income,25_to_44_Med_Income,25_to_44_High_Income
352,939,Urban,632861.73,Mall,Moderate,6953,6158,84,94,On Trend,On Trend,15min,31.7,28.63,3.07,475049,4656,1884,317309,64025,30892,52547,10276,229103,245946,41.0,88968,57940,24380,78928,26779,30453,3.5,181668,77897,103377,2827,53523,95616,13577546392,108980,39879,29937337,82846442,16998,62994,60525,123519,1341,1054,432,8048,15318,30156
353,941,Urban,1368313.73,Strip,Moderate,7155,6559,115,76,On Trend,On Trend,5mile,26.31,23.65,2.66,216780,1542,433,122650,5328,10211,64547,14043,109871,106909,34.1,40668,31392,11115,16764,14446,12777,4.3,68624,55254,66755,3459,28697,59771,3476917450,69765,21373,7804519,25941062,9128,33526,31105,64631,1002,1877,580,5794,13860,9042
354,942,Urban,1064217.49,Strip,Moderate,7603,6205,58,105,Fashion Forward,Fashion Forward,5mile,25.87,23.56,2.31,160338,183,443,112791,38324,1268,4150,3805,76898,83440,38.5,35128,22076,9651,17593,9367,9763,7.6,64844,45361,62548,2885,22468,60002,2909432908,72626,25563,8082452,26875286,13024,22862,23131,45993,1927,806,152,8285,8013,6170
355,944,Urban,1202832.73,Mall,Cold,7528,6417,55,164,Fashion Forward,Fashion Forward,15min,30.67,27.48,3.18,445150,3680,1130,257198,29045,46592,103085,9230,219474,225675,37.2,44885,46203,19445,82079,29243,31094,3.3,150728,88621,115746,4000,57255,104919,13002376381,115932,39575,23794730,62610784,10715,66722,64114,130836,1187,1603,1211,6079,18077,33099
356,945,Suburban,495256.6799999999,Strip,Warm,4800,4009,60,80,On Trend,On Trend,5mile,23.91,21.97,1.94,21879,63,265,10534,465,217,1848,8815,10681,11197,35.2,3415,3478,706,2244,1005,3682,6.1,8209,35837,49226,1087,2622,47312,299807827,59320,19526,693164,2690411,2051,4105,4043,8148,734,305,49,1006,1082,535
357,947,Urban,710707.8699999999,Strip,Warm,5258,4392,76,70,Fashion Forward,Fashion Forward,5mile,26.46,23.96,2.5,131973,4141,162,58539,36618,5882,26747,4188,65831,66143,36.1,16860,17076,6295,22009,5856,11154,4.0,54164,54338,76198,2685,25379,63009,2549007656,82174,31638,4553242,16032483,8188,18290,16358,34648,976,1318,389,6577,10571,8231
358,950,Urban,647355.6299999999,Strip,Hot,4099,3407,59,69,Fashion Forward,Fashion Forward,5mile,25.73,23.41,2.32,78867,120,300,53037,19246,2399,2628,1557,37622,41245,38.5,12608,12048,4292,12481,4272,7849,3.6,31361,56164,75066,1903,10993,69952,1787203577,84835,29986,2725375,8448551,4421,11359,11599,22958,1186,591,126,3110,3850,4030
359,951,Urban,640906.9999999999,Strip,Warm,4500,3868,45,100,Fashion Forward,Fashion Forward,5mile,27.32,24.53,2.79,74552,842,795,53248,12533,3185,3834,1752,35642,38910,38.3,7401,7798,2370,15621,2509,7901,2.9,33653,72866,115567,1658,14400,94265,1929295285,112921,52977,4997670,13897879,4227,9360,10255,19615,745,605,311,2683,4811,6907
360,952,Urban,1111441.96,Mall,Moderate,4644,3972,42,109,Fashion Forward,Fashion Forward,15min,24.69,22.57,2.12,191757,2441,1032,132826,7265,4924,35644,11097,95910,95847,34.4,27383,23025,5526,23724,9408,28021,3.0,72968,50431,73635,8644,31321,61998,3419474174,80110,28397,5223816,18020183,14436,33567,32062,65629,4883,3106,656,7991,13647,9682
361,956,Suburban,846056.6200000001,Mall,Moderate,5272,4671,81,65,On Trend,On Trend,15min,25.07,22.67,2.39,27052,1,108,24010,1279,266,786,711,12993,14060,41.5,6515,4308,1802,2539,1418,1120,5.3,11063,44990,61336,791,2974,54988,514129611,68961,25244,1212298,3845059,1734,3654,3585,7239,347,443,2,832,1198,945
362,957,Urban,601934.71,Strip,Warm,5000,4140,49,114,Fashion Forward,Fashion Forward,5mile,24.84,22.73,2.11,22899,356,163,14304,6057,349,1759,429,11297,11602,40.0,5912,4504,1039,1666,1176,1300,5.9,9300,45952,63353,399,3071,57968,412728205,68969,26158,1389005,4867087,1818,3193,2887,6080,262,130,8,856,1361,852
363,961,Suburban,687347.5199999999,Strip,Moderate,4939,3973,41,120,On Trend,On Trend,5mile,25.85,23.43,2.42,27348,318,155,22194,263,290,3522,1079,13548,13800,39.7,5082,5623,2248,1945,1607,1456,6.7,10994,42374,58581,735,3352,56761,454628415,67541,24084,1333705,4799411,2122,4181,3799,7980,378,320,36,922,1743,688
364,963,Urban,794336.1100000003,Mall,Cold,7037,6215,115,111,On Trend,On Trend,15min,29.55,26.56,2.99,102751,2816,1575,70422,8092,5540,14264,4431,52791,49960,39.8,21078,13791,5538,11955,5136,9270,4.0,38465,62409,81333,1791,12496,78031,2166209703,91106,32480,4978196,15435830,4874,18243,13761,32004,687,767,339,2761,4835,4899
365,965,Urban,884023.4800000002,Mall,Frigid,6130,5440,75,97,Fashion Forward,Fashion Forward,15min,25.75,23.18,2.57,219163,4294,1107,176561,13360,9781,13125,6335,108747,110416,37.2,26198,27409,15498,40836,9221,32622,3.2,94866,63458,79778,10936,37094,82209,4536653622,93786,35090,8522726,27227599,13535,33924,33222,67146,5716,3949,1270,5573,14025,17496
366,969,Urban,827389.83,Strip,Hot,7300,6644,90,100,Fashion Forward,Fashion Forward,5mile,25.53,23.31,2.22,40144,518,283,22918,14081,1032,1311,802,19334,20810,38.6,10753,4599,1415,2721,2041,1415,7.5,15149,43227,62871,346,5256,53525,692411411,66953,24034,1864894,6654008,3043,5873,5842,11715,150,186,9,1759,1878,1619
367,972,Suburban,978298.3099999999,Strip,Moderate,7299,6643,90,123,On Trend,On Trend,5mile,26.21,23.82,2.4,26395,694,163,16277,91,229,9169,628,13251,13144,37.2,4256,4390,1351,1633,1926,1407,6.0,9296,53690,62202,325,3570,59849,439434252,66525,22057,1142234,3964949,1589,4150,3901,8051,144,170,11,958,1726,888
368,973,Urban,1013237.22,Mall,Cold,8122,7505,110,83,On Trend,On Trend,15min,26.04,23.47,2.57,91186,5746,1394,82315,1721,1056,4394,1699,45131,46055,40.5,22589,13424,7118,9907,5601,4456,3.9,36592,58197,71818,1196,11822,69127,1933055778,78864,29184,4815890,14840932,3854,12474,11744,24218,490,457,248,2251,4839,4733
369,975,Urban,1336025.49,Mall,Moderate,5793,4794,45,118,Fashion Forward,Fashion Forward,15min,24.57,22.39,2.17,293187,7002,601,135315,113291,13307,23066,8209,140124,153063,37.9,44841,43345,14682,42772,14964,34765,5.0,120822,46905,66069,6768,43564,57480,5200659410,72582,27679,11033339,36932422,20449,43117,45101,88218,3800,2259,709,13636,18709,11218
370,976,Urban,1094504.16,Mall,Frigid,7376,6671,62,130,On Trend,On Trend,15min,27.15,24.76,2.39,109687,1616,614,92586,568,922,13209,2401,54571,55116,35.8,17311,17250,6605,13725,7313,5568,2.2,38482,54505,72931,1980,14684,62680,2107764496,75245,25800,4394557,13667603,4593,16662,16317,32979,1053,896,32,2539,6584,5561
371,977,Suburban,551734.8500000001,Strip,Moderate,4500,3865,44,103,On Trend,On Trend,5mile,24.23,22.08,2.15,20902,298,70,17837,1336,119,1072,538,9967,10936,39.5,5814,2957,624,1607,1172,783,2.7,8405,46398,65923,370,2719,56517,387643507,69013,26830,911163,3060708,1474,2895,2799,5694,242,128,0,755,1260,703
372,978,Urban,915203.9599999997,Mall,Warm,4919,4312,57,85,Fashion Forward,Fashion Forward,15min,26.19,23.89,2.3,558826,6178,2097,252050,107452,15673,172401,11251,274359,284467,36.4,91960,75350,22190,61486,32488,38592,4.1,209251,57896,79697,9868,79919,64708,10858314025,79905,30264,24004136,78344255,33597,81573,79946,161519,4091,4080,1695,18636,31690,29595
373,979,Urban,646963.9500000001,Mall,Cold,4682,3961,56,85,On Trend,On Trend,15min,26.06,23.66,2.4,104874,2955,757,94839,1485,4669,1706,2176,51269,53605,38.6,16979,14969,9375,14198,4956,14895,3.5,41975,55690,74420,4217,13345,73781,2121559259,85725,30317,5398599,17026177,5603,16899,17559,34458,2215,1601,401,2133,5939,5274
374,980,Urban,897355.1300000001,Mall,Warm,4584,3953,39,113,Fashion Forward,Fashion Forward,15min,27.54,24.7,2.84,377259,2311,963,104455,33692,66472,156073,16568,185915,191344,36.9,62485,53390,22027,27895,24043,26548,7.5,120389,50122,70248,4768,42046,55812,6218612831,71395,22696,11984759,44407438,24381,60970,58637,119607,2685,1548,534,12377,16691,12978
375,981,Urban,1185947.21,Mall,Hot,6261,4908,49,143,Fashion Forward,Fashion Forward,15min,26.08,23.59,2.49,356585,3792,444,221471,74924,15040,33480,11671,172078,184508,39.2,69545,60052,27580,41890,19088,24320,5.1,136015,55472,71548,4945,47930,63008,7133458763,74530,27471,12254125,38115477,17396,48957,48034,96991,2119,2379,446,10972,21419,15538
376,983,Urban,1438746.4,Mall,Moderate,5270,4458,40,134,Fashion Forward,Fashion Forward,15min,25.45,22.88,2.57,484177,13843,3140,206572,13004,12632,223054,28916,235731,248446,39.1,73513,76493,25046,60087,23832,45427,4.8,204279,48663,68575,9832,69015,61195,9224577131,76819,29227,23436716,74908464,36533,65548,63844,129392,5558,3501,774,22029,25714,21274
377,985,Urban,752170.3000000003,Mall,Warm,5085,4218,51,101,On Trend,On Trend,15min,25.15,23.01,2.14,98975,1489,365,65272,10142,2213,18431,2917,48166,50809,37.9,19003,15607,4992,11038,5241,7656,3.2,40011,45868,62498,2750,12991,57768,1797102363,70638,25809,4767425,16450584,7780,14136,14305,28441,1539,996,214,3747,5595,3649
378,986,Urban,761050.0600000002,Mall,Cold,6000,5072,48,169,On Trend,On Trend,15min,27.12,24.19,2.93,592640,3022,2304,495076,38903,30643,14948,13071,288544,304097,41.1,108532,94014,43162,81635,32652,43864,3.6,230414,67069,84166,5069,68486,80957,14703833009,92661,32885,29129384,81899986,20838,79606,75869,155475,1807,2633,629,11455,23573,33458
379,987,Urban,724353.5499999998,Strip,Warm,4500,3845,45,100,Fashion Forward,Fashion Forward,5mile,23.5,21.41,2.1,31416,319,99,6075,24307,245,390,399,14713,16703,38.3,6941,5363,1231,2522,2008,2048,9.6,12389,34812,47409,542,3854,43785,444949444,55899,19184,1830368,7210944,3038,4696,4606,9302,354,149,38,1751,1491,612
380,988,Urban,1238636.78,Mall,Moderate,7604,6187,58,131,Fashion Forward,Fashion Forward,15min,26.52,23.9,2.61,262945,1899,639,161428,65832,8584,20088,7013,126186,136759,39.3,37110,34674,12755,46016,13109,20172,3.7,105664,68075,94608,3324,37193,83828,6631394313,98651,38217,12347460,35075838,9958,35910,35668,71578,1636,1167,519,6184,13850,17158
381,989,Urban,1037996.34,Mall,Hot,5402,4555,40,129,Fashion Forward,Fashion Forward,15min,25.77,23.49,2.28,203494,2094,1145,131349,32627,3279,31612,4627,97873,105620,41.2,50961,28197,12229,17665,10400,12913,5.6,79778,45307,59189,2554,21892,52356,3412627132,64277,23477,7152481,23839871,12667,27525,27496,55021,1204,1056,295,5728,10075,6090
382,1000,Urban,1408016.160000001,Mall,Hot,5132,4361,72,85,Fashion Forward,Fashion Forward,15min,25.78,23.39,2.39,857047,10039,1852,282509,182464,32970,342895,16209,423841,433206,35.4,131388,115792,32207,84037,49995,50718,4.1,308157,52891,73059,13224,129084,56645,14728824223,72807,26452,32227348,112373205,52309,124649,120228,244877,6202,5345,1678,32807,52826,43452
383,1001,Urban,787050.6000000004,Mall,Moderate,5446,4781,45,100,Fashion Forward,Fashion Forward,15min,25.91,23.62,2.29,498701,6233,1960,259694,178915,16575,30043,13474,242367,256334,38.7,111452,67565,19946,52429,23333,34098,5.5,198733,57215,75059,5521,74970,64298,9204865223,78301,30282,26468382,90135368,29117,65838,64028,129866,2224,2189,1106,13964,26393,34613
384,1002,Urban,1108628.36,Mall,Moderate,5220,4496,61,87,On Trend,On Trend,15min,26.24,23.67,2.57,115506,2237,1158,95446,672,938,15617,2834,57234,58272,40.4,20789,20412,6895,15444,5709,9085,4.6,46333,52584,67658,2305,14632,64022,2213115414,74758,27556,4856968,15240373,6902,16077,15249,31326,1290,838,178,3434,5845,5354
385,1003,Urban,1155295.44,Mall,Warm,7498,6630,84,121,Fashion Forward,Fashion Forward,15min,25.33,22.95,2.37,472649,9354,2123,289993,55653,13718,63089,50196,231819,240830,37.9,77958,73442,25714,64130,24309,31304,4.2,193981,49774,71784,10706,70196,61296,9215868078,78113,29842,22559912,73430934,30988,66797,64743,131540,5382,4477,848,19364,29938,20894
386,1007,Suburban,964276.03,Mall,Moderate,6384,5457,56,114,On Trend,On Trend,15min,24.48,22.33,2.15,47353,500,185,22932,2698,595,19824,1305,23529,23824,36.6,7976,7903,2771,3681,2882,3352,6.2,17695,41874,56930,1208,6686,47541,699701612,59021,21495,2049703,7382591,4131,7272,6800,14072,465,593,149,2106,2831,1748
387,1008,Rural,545017.8699999998,Strip,Cold,4464,3799,59,75,On Trend,On Trend,5mile,25.7,23.41,2.3,26235,626,1021,21644,337,474,3311,469,12962,13273,38.2,5280,3309,1345,3105,1190,1511,4.1,10015,58836,75545,759,3642,66989,517670733,80252,29813,1083117,3473510,1123,3876,3753,7629,179,346,233,594,1788,1258
388,1009,Urban,915361.93,Mall,Frigid,8105,7452,85,93,On Trend,On Trend,15min,26.74,24.04,2.7,63540,1792,885,55701,670,432,5048,1688,31869,31671,39.1,12359,12182,4938,6570,3175,4162,4.2,26288,58337,74362,1714,9416,72145,1384614276,84934,31415,2859466,8976718,2842,8900,8461,17361,559,886,269,1570,4134,3713
389,1010,Urban,761387.02,Strip,Moderate,5000,4205,55,99,Fashion Forward,Fashion Forward,5mile,25.3,23.0,2.3,156793,3600,88,37209,38341,25036,52024,4183,77417,79376,34.6,23778,18152,8866,20333,9671,11209,3.6,55690,49558,66517,2406,25925,53453,2612322631,67877,23641,3728519,13081662,8126,21923,21261,43184,1115,996,295,6725,12580,6620
390,1011,Urban,721964.6300000001,Mall,Frigid,5000,4234,60,83,On Trend,On Trend,15min,26.97,24.59,2.38,130818,1969,838,113383,7211,3626,3477,3120,65260,65558,37.0,20313,20047,11062,16931,6322,17777,4.0,50126,53979,69776,5071,18908,67942,2360093521,79140,27759,4927067,16266149,7869,22415,22281,44696,2226,2199,647,4529,7563,6816
391,1012,Urban,980575.0200000001,Mall,Cold,6915,6175,65,137,On Trend,On Trend,15min,28.64,25.77,2.87,205168,1701,551,114134,8950,13650,64989,3446,102223,102945,37.1,31434,28904,9791,26215,13579,13031,3.8,67613,75568,93152,1626,23392,83872,4941343121,96791,30880,8298388,24611746,6638,29771,28447,58218,587,656,383,3350,8143,11898
392,1014,Urban,822546.3500000001,Strip,Cold,5354,4300,56,90,On Trend,On Trend,5mile,27.08,24.14,2.94,234863,3367,680,102859,36186,7044,80574,8199,118180,116684,35.8,30091,23833,8224,34953,11041,15084,3.8,89795,63162,94637,3195,42430,74933,4843053581,96677,37240,10249286,33126294,13877,31321,30581,61902,1317,1333,545,7954,14529,19947
393,1017,Urban,907778.8199999998,Strip,Moderate,7200,6587,124,60,On Trend,On Trend,5mile,24.56,22.47,2.09,34813,1087,109,19852,9955,619,3770,616,16711,18101,39.8,6944,5905,2110,3171,1880,2009,7.5,13968,41445,54769,435,4419,49505,557302031,60593,22386,1465655,5243113,2906,4802,4638,9440,256,162,19,1751,1852,815
394,1018,Suburban,914357.2699999999,Strip,Moderate,6547,5849,55,120,On Trend,On Trend,5mile,25.13,22.83,2.3,34111,265,168,28275,3934,209,494,1199,19321,14790,40.8,9911,5122,2209,2372,1911,1309,4.5,12161,41124,55993,630,3635,52093,487378978,65223,20768,1664735,5986168,2347,5730,3547,9277,429,172,30,1150,1704,781
395,1019,Suburban,929781.8,Strip,Warm,4500,3849,45,100,On Trend,On Trend,5mile,24.56,22.41,2.15,29482,413,149,17627,4295,270,6498,792,14525,14957,37.6,6241,4263,1335,2288,1227,1390,4.5,11196,45691,59966,493,3673,52376,492906955,64992,23111,1220369,4283127,2121,4208,3994,8202,223,233,37,1053,1622,999
396,1020,Rural,531415.56,Strip,Warm,6363,5060,91,70,On Trend,On Trend,5mile,23.79,21.83,1.96,20631,116,96,13441,725,216,1109,5140,9940,10691,36.8,3890,2837,638,2580,803,2532,3.4,8322,43689,59546,739,2888,57262,347421368,71762,25092,1023249,3761019,1746,3444,3500,6944,472,192,74,872,1267,748
397,1022,Urban,1478805.14,Mall,Frigid,6780,5954,57,123,Fashion Forward,Fashion Forward,15min,26.83,24.27,2.56,204802,2691,497,175071,8149,3700,8607,9275,101912,102890,37.0,33071,28464,14940,30936,10097,12149,3.0,80959,61517,79773,4185,32805,76447,4539994699,87603,32081,8354674,26177146,8368,28070,27109,55179,1613,2154,417,5289,13179,14338
398,1023,Urban,969765.5599999998,Mall,Cold,6724,5852,61,108,Fashion Forward,Fashion Forward,15min,26.89,23.96,2.92,643805,10026,2950,412594,11407,16578,187357,15869,324423,319381,38.9,95628,86355,29001,111610,28330,47542,3.1,274476,66171,89576,10614,111677,78552,13825022320,93890,38646,34293287,106570052,34746,84392,78676,163068,4209,4406,1997,17412,38416,55849
399,1024,Urban,1809686.78,Mall,Cold,7152,6382,60,123,Fashion Forward,Fashion Forward,15min,27.19,24.23,2.95,807871,16380,2701,415743,113885,40004,208081,30157,398118,409753,37.3,112878,105795,38665,127619,40172,57305,3.8,323133,64880,91666,12835,137147,74988,17598762335,92866,37116,37249843,113556344,36171,107914,105584,213498,4859,5662,2314,23426,54319,59403
400,1025,Urban,1227371.86,Mall,Cold,8391,7454,90,96,Fashion Forward,Fashion Forward,15min,29.57,26.68,2.89,881209,2912,4839,481900,69719,104338,200031,25221,435647,445562,38.8,112688,93477,32979,171462,36884,79661,3.4,353797,67184,97554,11593,143446,84136,20590625278,103217,39839,53851137,162885853,46220,109389,107648,217037,5477,4037,2079,24189,48784,70473
401,1029,Urban,724309.5099999999,Strip,Moderate,6161,5221,55,111,Fashion Forward,Fashion Forward,5mile,26.56,24.15,2.41,105672,458,248,68226,30654,1627,2060,3106,50406,55267,39.8,24793,15758,7990,11303,5752,5547,5.3,41723,54050,68102,1350,12908,63437,2104478784,74831,27089,5950641,18619170,5413,14858,14315,29173,780,449,121,3027,5812,4069
402,1031,Urban,1133168.06,Mall,Hot,4824,4036,45,107,Fashion Forward,Fashion Forward,15min,25.2,23.04,2.16,184682,3474,1445,111888,51348,4831,8652,7964,88680,96003,40.4,34580,28394,17708,22027,9126,17484,4.8,76582,44339,60426,3239,24309,54981,3032503919,67618,25671,7923833,26168131,10751,25284,26113,51397,1861,1137,242,7174,11610,5524
403,1032,Urban,867147.3300000002,Mall,Cold,6439,5505,55,110,On Trend,On Trend,15min,26.4,23.89,2.51,101711,3637,645,88680,658,689,5454,6230,49786,51924,40.4,20179,16262,5203,15747,4387,5429,2.9,42674,56214,78135,2057,14108,70761,2216547543,87403,33571,5247792,16284207,4903,13525,13354,26879,940,874,242,3017,5465,5624
404,1035,Urban,790272.1599999999,Mall,Moderate,6853,5887,39,123,Fashion Forward,Fashion Forward,15min,26.07,23.63,2.45,381168,3380,1915,308044,44928,9275,9242,9680,185987,195182,40.3,64085,57747,24517,51929,20343,30112,4.7,157820,55308,76524,5964,50506,71721,8455157920,86386,32143,20662924,64182334,23070,53672,51458,105130,2898,2582,484,12477,18718,19310
405,1036,Urban,833736.64,Strip,Cold,7458,6789,66,114,On Trend,On Trend,5mile,26.6,24.07,2.53,62295,1138,203,53352,2711,1253,3555,1424,30415,31880,40.9,14331,11618,3896,6302,3539,3799,5.7,24373,56989,72505,775,7631,67072,1312545922,77689,28721,3543532,10790199,2379,8266,7960,16226,324,336,116,1224,3425,2983
406,1039,Urban,616645.5699999998,Strip,Moderate,4225,3608,40,106,On Trend,On Trend,5mile,27.81,25.14,2.67,46778,566,902,37373,3482,1924,3074,925,23186,23592,38.9,6334,7208,3322,8696,2995,2988,4.1,18176,71573,94429,561,6649,83619,1231873739,96259,36804,1717953,4991509,1700,7129,6441,13570,175,307,80,787,2249,3613
407,1041,Urban,1344155.2,Mall,Moderate,7737,6922,84,104,Fashion Forward,Fashion Forward,15min,25.72,23.35,2.37,237081,2774,863,197978,16975,6573,8126,7430,117553,119529,39.4,41610,36873,15622,26779,10798,25515,4.9,97892,53323,69390,5450,33356,65492,4757434480,78904,29152,12792621,41152929,15734,35098,33445,68543,2909,2049,492,8349,13608,11399
408,1042,Urban,900094.08,Mall,Moderate,6961,6190,66,95,Fashion Forward,Fashion Forward,15min,29.81,26.77,3.05,294855,4900,1455,206125,48992,11975,17806,9957,144717,150138,39.8,59121,43020,16376,39243,15569,21770,4.1,108455,82359,101467,1939,36722,94786,8241803929,106689,37517,13807581,39334505,8279,39499,37988,77487,575,1063,300,3815,11384,21523
409,1043,Urban,685030.7299999999,Strip,Warm,4240,3559,53,80,On Trend,On Trend,5mile,27.43,24.75,2.68,205567,2316,220,91597,24019,22033,62520,5397,100541,105026,37.0,27599,28668,8185,36399,12132,13873,2.9,81971,66941,91741,2733,35479,79412,4850655971,94234,36654,9063709,28363550,7047,26521,25906,52427,1076,1167,490,5680,15120,14676
410,1045,Suburban,566659.33,Strip,Frigid,4485,3800,50,84,On Trend,On Trend,5mile,24.05,22.07,1.99,40854,652,214,34385,1609,1055,1503,2303,19747,21107,30.0,4390,4116,1328,3775,1086,19467,7.2,14384,35996,53200,4523,4360,55862,416282423,70260,19877,1095391,4461473,5265,11711,12783,24494,3078,1298,145,1512,1718,1132
411,1048,Suburban,787502.5799999998,Strip,Cold,8082,7368,83,109,On Trend,On Trend,5mile,26.14,23.64,2.5,41669,696,217,36592,788,1069,2373,847,19901,21767,39.4,8961,5809,2479,5308,1615,4305,3.8,17382,50078,66300,1190,6149,66141,827766495,81496,28280,2333004,7717586,2453,5762,6394,12156,556,581,54,1615,2498,2036
412,1049,Urban,1134633.13,Mall,Moderate,7519,6690,50,161,Fashion Forward,Fashion Forward,15min,27.49,24.87,2.62,240588,7238,1137,211760,10603,4338,8684,5203,118456,122132,38.4,43328,38343,13245,31572,13775,14840,3.9,93979,64185,84384,3665,33322,78034,5592775355,89876,33355,9647043,29911835,10025,34131,32918,67049,1372,1809,484,5931,12254,15136
413,1051,Urban,958625.25,Strip,Hot,6135,5287,71,86,Fashion Forward,Fashion Forward,5mile,27.7,25.08,2.62,133786,4549,160,66252,52919,5607,6823,2185,63713,70073,38.1,22910,21818,5026,20298,5729,10281,4.8,57418,55328,77303,3068,21429,68366,2825135288,84780,33595,6893579,22019012,7865,17538,18209,35747,1815,1029,225,5318,8174,7934
414,1052,Urban,1036710.22,Strip,Hot,5535,4592,49,119,Fashion Forward,Fashion Forward,5mile,24.84,22.61,2.23,180087,1009,629,49512,85928,7957,29311,7379,86284,93804,37.0,35393,23474,13461,18081,11315,14611,5.4,63664,43267,58568,2530,25328,48114,2760828699,61413,20799,2347144,8940800,11829,26323,26802,53125,1427,931,171,8161,11763,5405
415,1054,Urban,1229777.13,Mall,Hot,8960,7577,80,112,Fashion Forward,Fashion Forward,15min,28.99,26.07,2.92,434457,1555,908,209247,47540,47176,120159,10335,213285,221172,35.6,44741,56412,20170,78755,30867,31269,3.6,141325,98877,121947,2851,60882,107172,13692506051,118427,39719,7193686,19602884,7594,64225,62008,126233,825,1508,518,4572,15849,40462
416,1058,Urban,847978.81,Mall,Cold,6766,5409,60,125,On Trend,On Trend,15min,31.06,28.08,2.98,60648,2536,20130,53480,1863,737,1946,2621,28997,31651,46.2,13538,9757,4533,9157,2807,2904,3.8,26593,65816,84595,346,5503,78777,1527519362,92981,37382,4705600,13068220,2362,6811,6471,13282,170,138,39,698,2123,2681
417,1061,Suburban,731558.99,Strip,Warm,6000,5198,60,120,Fashion Forward,Fashion Forward,5mile,23.65,21.87,1.78,27842,305,141,18968,5355,288,2067,1164,13209,14633,39.0,5976,5008,1169,2215,1522,1411,3.8,11276,38136,55315,595,3452,49117,454209152,63844,22727,1083405,4214797,2483,3899,3903,7802,421,175,0,1174,1481,797
418,1062,Urban,1089087.89,Mall,Cold,7936,7073,64,124,Fashion Forward,Fashion Forward,15min,28.68,25.97,2.72,386024,2541,1242,242417,43150,7571,87714,5171,187968,198056,40.0,83394,59026,21791,42800,21501,27212,5.0,140751,61610,79425,1876,42145,72892,8330361773,85765,29338,24182516,70020322,15101,53548,51649,105197,682,1015,180,7179,17014,17951
419,1063,Urban,854231.5599999999,Strip,Warm,5500,4741,55,100,Fashion Forward,Fashion Forward,5mile,24.2,22.24,1.95,182288,2548,774,34512,52078,3603,89614,2481,92309,89979,34.5,30309,18892,4430,9268,11873,13180,5.0,57882,38649,55050,3116,22106,40642,2076869649,54299,18349,6527923,25791092,16108,31081,29726,60807,1517,1226,374,8329,8966,4810
420,1064,Urban,1048169.71,Strip,Hot,4970,4258,70,71,Fashion Forward,Fashion Forward,5mile,24.92,22.72,2.2,201220,2738,357,35892,24683,11368,127055,2221,99910,101310,34.1,37366,25521,6942,12533,12823,14024,4.6,65053,50990,63718,3657,27684,55786,3245139080,67397,20632,5030465,18754054,11363,31201,30187,61388,1786,1436,434,7393,12339,7952
421,1065,Urban,605195.22,Mall,Cold,5472,5261,65,102,On Trend,On Trend,15min,26.39,23.81,2.58,91368,619,939,85028,2032,770,1174,2364,44263,47105,40.3,22525,12389,5816,9139,5558,6264,5.0,36335,50697,68863,1279,10708,62938,1821073786,75848,28173,4489781,14471605,5336,13142,13027,26169,721,492,67,2918,4292,3497
422,1066,Urban,1864608.44,Mall,Warm,7000,5935,70,128,Fashion Forward,Fashion Forward,15min,24.77,22.45,2.31,240965,17047,1265,122390,82328,4758,25477,6011,119312,121653,37.2,42332,32876,9508,34824,10677,16646,4.1,104635,49751,69316,5235,47314,53921,3654461865,69419,30762,10996095,39410991,19736,31934,30612,62546,2276,2172,787,11077,18434,17804
423,1067,Suburban,727889.78,Strip,Moderate,5300,4379,51,103,On Trend,On Trend,5mile,25.13,22.83,2.3,21101,1590,172,20160,216,138,311,275,10215,10887,40.1,5522,3151,948,1478,1195,942,6.9,8552,40385,56645,384,2555,49788,368616972,63137,23361,806673,2879494,1954,2873,2686,5559,204,159,21,958,992,606
424,1068,Urban,1051744.93,Mall,Cold,6879,5921,59,117,Fashion Forward,Fashion Forward,15min,23.74,21.5,2.23,122669,1855,547,104026,13007,703,2098,2834,58927,63742,42.5,37840,16558,6533,11402,6646,5162,5.6,52043,42714,58391,2158,13726,55235,2169584299,66225,25140,7643290,25771772,9728,15732,15376,31108,1329,690,138,4551,5712,3465
425,1069,Suburban,709505.1599999999,Strip,Hot,4748,3960,59,80,Fashion Forward,Fashion Forward,5mile,27.82,25.29,2.53,24355,163,694,13200,7739,344,2316,755,11886,12469,37.0,4400,4099,1499,2585,1259,1248,5.0,9422,50752,66329,564,3317,59325,468341824,71600,25983,874333,2947441,1525,3855,3429,7284,223,237,105,689,1596,1033
