,Store ID,Pop class,Sales,Centre Type,Climate,Total_Store_sft,Sales_Floor_sft,Store_Frontage_ft,Store_Length_ft,Guys Segmentation,Girls Segmentation,MSA Type,Food_away_from_home,Meals_at_restaurants,Food_on_out_of_town_trips,Population_Est,Transient_Pop_Est,Seasonal_Pop_Est,Eth_White,Eth_Black,Eth_Asian,Eth_Hispanic,Eth_Other,Male_Pop,Females_Pop,Age_Average,Edu_High_school,Edu_Some_college,Edu_Clg_Assoc_deg,Edu_Clg_Bach_deg,Enroll_High_School,Enr_College_Graduate_Professional,Unemployment_Rate,Households_Est,Median_Household_Income,Average_Household_Income,Householder_under_25_yrs,Householder_25_to_44_yrs,Family_Inc_Median,Family_Inc_Agg_Avg,Family_Inc_Avg,Per_Capita_Income,Wealth_Median_Household,Wealth_Average_Household,Poverty_Pop,Male_14_to_35,Female_14_to_35,Total_Pop_14_to_35,Under_25_Low_Income,Under_25_Med_Income,Under_25_High_Income,25_to_44_Low_Income,25_to_44_Med_Income,25_to_44_High_Income
426,1070,Urban,998281.98,Mall,Cold,6487,5875,70,93,Fashion Forward,Fashion Forward,15min,25.29,22.86,2.43,209023,4110,799,160859,19063,5187,18264,5650,102250,106774,39.4,40228,30454,14019,26324,11443,15005,3.6,85110,54627,72002,3168,29733,68202,4319795218,81307,29727,10872796,34247459,11726,29016,29007,58023,1651,1167,350,6564,11792,11374
427,1072,Urban,899889.7400000001,Mall,Hot,5928,5066,46,131,Fashion Forward,Fashion Forward,15min,25.44,22.9,2.54,1155976,26695,105,564650,73234,45581,414910,57600,586908,569068,35.7,152037,170238,58582,148264,61965,120746,5.1,441034,54114,73570,29829,182778,62150,19744380062,77857,28385,43907987,149440350,76792,182074,166222,348296,14008,12169,3651,44184,73297,65298
428,1074,Urban,806297.1900000001,Strip,Cold,4717,4040,61,87,Fashion Forward,Fashion Forward,5mile,26.66,24.32,2.34,621212,117,2008,95998,200369,13325,304877,6642,310049,311163,35.5,115838,71175,23295,45185,39818,43468,6.5,195289,43367,60909,6858,77562,48020,8603323652,63526,19358,23203196,93186890,45904,102518,94888,197406,3656,2554,650,25380,30617,21564
429,1075,Urban,842583.8500000001,Mall,Hot,7878,7436,60,131,On Trend,On Trend,15min,24.21,22.37,1.85,205821,2179,144,8113,501,1405,195246,556,99836,105985,33.9,31355,20352,8643,16965,15021,13751,3.4,57938,43857,61527,1689,22954,47840,3030365664,63719,17490,5663092,21890269,15672,34471,33813,68284,1077,506,105,7744,8610,6599
430,1076,Urban,1138618.01,Mall,Warm,6692,5677,60,114,Fashion Forward,Fashion Forward,15min,27.3,24.51,2.79,525615,1979,0,137410,58955,33185,279495,16571,259089,266526,35.3,87006,77259,25658,38059,36639,56942,6.3,150997,62166,76727,5922,58861,65666,9152477712,78535,22275,16903154,56396620,24458,91341,88760,180101,2977,2205,742,11654,25273,21933
431,1077,Urban,948531.8600000002,Mall,Warm,6426,5601,69,122,Fashion Forward,Fashion Forward,15min,30.81,27.43,3.38,243653,1417,624,98879,33399,31700,62211,17464,123367,120286,38.5,38423,48897,16257,27627,14188,18461,4.8,80802,77368,95746,2507,27588,85334,5862368466,98067,32008,10974420,34191477,7499,36510,32963,69473,696,1275,537,3987,8455,15146
432,1078,Urban,1016452.6,Mall,Warm,6529,5596,60,109,Fashion Forward,Fashion Forward,15min,29.0,26.08,2.92,2194710,35514,10344,598969,404749,235388,883166,72438,1073257,1121454,37.6,266779,268289,85695,324786,112031,210562,5.6,805807,62915,101231,28070,318123,68611,44211419627,92595,37590,97703118,337939588,142481,301687,297010,598697,13822,9443,4805,69627,101173,147321
433,1081,Urban,630490.4099999998,Strip,Hot,4356,3697,49,90,On Trend,On Trend,5mile,25.5,22.94,2.55,233580,1642,16,155750,7675,7925,53781,8449,115554,118026,38.4,37777,41218,13920,29876,11146,15086,4.8,95406,53659,69587,4356,35889,61770,4299544874,74976,28518,10304865,33000424,12422,30298,29039,59337,1840,2172,345,7486,16243,12158
434,1084,Suburban,577545.7599999999,Strip,Frigid,4500,3833,45,100,On Trend,On Trend,5mile,25.91,23.27,2.64,23780,741,339,20601,110,106,2182,781,12089,11691,33.5,4829,4194,1107,1515,1633,944,5.5,7864,63460,73369,468,3389,71682,456361970,78781,24426,785834,2498544,991,3766,3560,7326,238,130,101,494,1289,1605
435,1085,Urban,867170.5999999997,Mall,Cold,5500,4535,40,125,Fashion Forward,Fashion Forward,15min,26.47,23.67,2.8,669300,7551,3225,458729,129172,49265,14198,17937,325227,344073,40.9,111657,97743,36745,101819,36173,47806,4.9,274952,60397,82687,7868,91056,74223,15050200310,88845,34185,46850033,138294122,36720,85826,81898,167724,3676,2983,1210,18181,31126,41748
436,1086,Urban,799559.88,Mall,Cold,4673,3885,38,103,Fashion Forward,Fashion Forward,15min,30.59,27.59,3.0,327869,1474,679,198005,37820,16754,68487,6803,163136,164733,36.8,57173,48186,17348,42280,21643,22479,3.5,107897,76237,91471,2451,39308,85923,7930595220,96830,30350,13654932,39214594,8076,50400,46671,97071,869,907,674,4597,12730,21981
437,1088,Urban,1063671.08,Mall,Cold,5769,4959,57,133,Fashion Forward,Fashion Forward,15min,26.86,24.36,2.5,279304,3861,591,232408,10051,11055,17319,8471,139579,139726,37.0,38717,38588,19514,43621,13022,37887,3.9,112966,56060,74460,9913,41994,73924,5734527525,85924,30639,12327904,39515420,16043,44822,42230,87052,5674,3426,815,10190,16496,15305
438,1089,Suburban,935356.5200000001,Strip,Moderate,4500,3800,45,100,On Trend,On Trend,5mile,25.1,22.87,2.23,23588,159,280,21350,1252,211,361,414,12928,10661,40.1,5756,4059,1614,1670,1544,1052,2.7,8578,45588,59796,328,3014,59874,369039086,69595,23031,841710,2844008,1210,4080,2770,6850,153,175,0,703,1317,993
439,1090,Suburban,730646.7099999998,Strip,Frigid,4928,4113,58,99,On Trend,On Trend,5mile,28.46,25.44,3.03,34182,1277,450,29697,124,207,3211,944,17837,16345,36.1,7649,5989,2191,2973,2011,1551,3.8,12830,75400,85890,834,5600,84756,816802655,91809,32679,1324683,4230024,1332,5236,4642,9878,341,338,156,643,1818,3137
440,1093,Urban,786275.1100000002,Strip,Warm,4461,3785,81,54,On Trend,On Trend,5mile,25.88,23.44,2.44,69277,283,266,20594,406,2657,43790,1830,34313,34965,35.1,11773,8358,2991,2820,5290,4243,9.9,19958,41144,58269,942,7237,42608,924907058,59669,16920,1764672,6938022,5225,12005,11534,23539,562,245,134,2478,2879,1881
441,1094,Suburban,652618.14,Mall,Cold,5000,4385,50,100,On Trend,On Trend,15min,26.36,24.02,2.34,32666,360,83,27543,446,226,3706,745,16219,16447,39.0,6567,4954,3371,3145,1790,2263,3.1,13030,52090,66438,971,4216,67815,619819529,74463,27183,1748900,5643503,2012,4827,4556,9383,521,357,92,910,1897,1407
442,1096,Suburban,631216.0499999998,Strip,Cold,5000,4252,56,100,On Trend,On Trend,5mile,24.33,22.07,2.27,31175,1171,103,27137,2307,177,571,984,15130,16045,40.3,9494,4064,1321,2187,1599,3605,7.2,11964,40086,54167,538,3238,50789,479902955,62198,21571,1682253,5757431,2120,4835,4692,9527,400,134,4,874,1582,782
443,1097,Suburban,757669.8500000002,Mall,Cold,4500,3707,41,104,On Trend,On Trend,15min,26.51,24.31,2.2,72087,847,443,58506,398,1076,10558,1550,35520,36567,37.3,13386,13071,5346,5721,4163,4664,3.0,26879,51172,62280,1379,10375,58771,1288341174,68785,23478,2468528,8278894,4087,10476,10544,21020,795,532,52,2236,5066,3074
444,1099,Urban,1159168.14,Mall,Frigid,7183,6366,68,125,On Trend,On Trend,15min,26.24,23.77,2.47,97555,3373,625,77812,1201,1105,4237,13200,48823,48731,38.0,18792,16139,7802,11381,4877,7752,3.7,39442,50212,64353,2388,13414,60297,1787442011,70953,26604,3476383,11871509,5461,14398,12717,27115,1295,902,190,3183,6008,4223
445,1101,Urban,952465.9899999999,Mall,Warm,4579,3846,54,80,Fashion Forward,Fashion Forward,15min,25.71,23.35,2.36,307167,1783,703,36486,246511,3115,14586,6469,143570,163596,37.2,56856,49219,17747,34750,20471,24031,6.3,111098,50302,63040,3042,37920,55504,5165641466,67255,23005,9015526,29833194,17177,45903,44013,89916,1731,1041,269,10912,17543,9467
446,1103,Urban,1210540.6,Mall,Cold,4992,4343,116,80,On Trend,On Trend,15min,27.27,24.87,2.4,212527,3678,1049,177682,4384,5213,11543,13705,104475,108052,38.7,37290,39068,17879,23257,9853,19210,6.4,86437,45677,61078,5262,31008,58748,3509432765,70309,25389,9269050,32128877,16215,31620,31683,63303,2950,1999,313,9239,13419,8349
447,1104,Urban,997712.3299999994,Mall,Cold,7544,6869,65,140,On Trend,On Trend,15min,25.02,22.73,2.29,103554,3111,953,83432,12000,933,3883,3306,53532,50023,39.7,23576,18091,6969,9880,5415,7430,5.6,38812,43459,59868,1680,12588,55248,1679615168,67702,23399,5486177,18052689,6492,16930,14278,31208,1057,527,97,4176,5095,3316
448,1106,Suburban,668459.7599999997,Strip,Frigid,4503,3790,53,74,On Trend,On Trend,5mile,29.13,26.55,2.57,25747,154,174,19378,528,184,5107,550,12399,13348,41.6,5885,3710,2614,1819,1511,1666,5.0,10839,45290,60746,454,3069,56298,457101866,69323,26149,1253066,4301083,2041,3458,3397,6855,246,156,52,1043,1275,750
449,1107,Urban,926173.4700000001,Strip,Cold,7650,6746,45,170,On Trend,On Trend,5mile,24.6,22.45,2.15,54860,29,245,33852,4891,539,14118,1459,27374,27486,36.4,12714,6831,2292,3265,3735,2179,5.2,18639,47427,59422,1096,7038,53445,862221409,62985,20640,1677244,5952474,3174,8653,8144,16797,450,544,103,2097,3331,1612
450,1109,Urban,673640.2,Mall,Cold,4985,4190,50,90,On Trend,On Trend,15min,27.33,24.71,2.62,431998,5629,1660,366238,17636,12353,25888,9883,211694,220304,37.4,52530,64004,22880,81417,23821,32365,2.5,169638,73961,94977,6426,67882,90201,11670780265,102695,37530,28774933,81082702,12393,58498,58438,116936,2584,2934,908,8274,24069,35537
451,1110,Urban,765818.0100000002,Mall,Moderate,5356,4549,47,109,On Trend,On Trend,15min,31.29,28.19,3.09,222618,2468,1937,127656,37742,8919,43139,5163,107399,115219,40.5,48361,27593,10855,27661,11556,19287,5.7,86445,63772,85167,2434,27667,79079,5081455816,93159,33589,13439680,41371398,11473,30333,29807,60140,1110,980,344,5385,9633,12647
452,1111,Urban,501076.2699999997,Mall,Cold,4511,3883,45,100,On Trend,On Trend,15min,25.84,23.5,2.33,96204,1067,893,74357,11061,2154,4932,3701,46950,49254,40.6,23304,16591,5648,9832,5363,4878,6.0,38816,46600,62236,1659,12420,57319,1738005807,69201,25563,5228873,16835847,6335,13410,12883,26293,976,571,112,3655,4883,3882
453,1112,Urban,1065277.34,Mall,Moderate,5914,5232,89,76,On Trend,On Trend,15min,27.17,24.65,2.52,148371,1681,1135,118483,887,1812,20887,6301,72445,75926,41.0,27947,29499,7566,16059,7480,6893,5.2,59175,49541,64374,2295,17853,58475,2710658893,69922,25985,5349244,17451122,9161,19859,19533,39392,1274,893,128,4654,7636,5564
454,1114,Suburban,883841.5700000001,Outlet,Cold,5400,4558,60,90,On Trend,On Trend,45min,26.32,23.85,2.47,39553,3788,13788,32220,156,503,3802,2871,19233,20320,46.3,8603,8133,2398,4265,1391,1116,4.4,17634,43986,58861,500,3627,53116,697599529,65539,26509,2369670,7399303,2849,4365,3881,8246,242,188,69,1090,1610,928
455,1115,Urban,868770.3300000001,Mall,Warm,4693,3983,53,105,On Trend,On Trend,15min,27.12,24.75,2.38,447939,5902,1281,288727,63032,19418,44372,32389,217739,230200,37.5,58749,67134,20501,77145,21871,39383,2.9,186713,59793,84711,9991,74870,74623,10241195697,89999,35688,24448199,76728084,23168,62161,62024,124185,5116,3790,1084,15961,28824,30085
456,1117,Urban,805975.72,Mall,Moderate,6078,5260,59,107,Fashion Forward,Fashion Forward,15min,39.45,35.2,4.25,581619,548,2099,416898,49915,20136,85660,9011,283275,298344,41.4,119171,69420,38467,84690,32638,39594,3.4,192184,102570,122807,906,47913,115192,18625252783,124512,40842,46836917,120445158,11112,80654,75797,156451,315,260,331,3433,9118,35361
457,1118,Urban,949697.08,Outlet,Moderate,6841,5887,87,100,Fashion Forward,Fashion Forward,30min,38.51,34.36,4.16,1686410,6055,10999,1132157,149617,86525,290114,27996,825586,860824,41.2,316690,196690,104782,244840,98287,124755,3.4,544783,101834,126776,3842,134798,115844,53291068557,125838,41464,123075973,316352520,34820,241087,226529,467616,1507,982,1353,11453,27371,95975
458,1119,Rural,948451.8700000003,Strip,Moderate,5260,4455,49,110,Fashion Forward,Fashion Forward,5mile,25.79,23.4,2.39,54292,1283,132,43381,6151,1175,1501,2084,26308,27983,40.4,10872,9768,4629,5261,2868,4294,4.6,21264,58093,69688,823,6573,67258,1153898442,76265,27461,2351292,7117299,2178,7424,7135,14559,342,386,93,1303,2716,2553
459,1122,Urban,1431078.06,Outlet,Hot,5557,4866,56,100,Fashion Forward,Fashion Forward,30min,25.48,22.94,2.54,2504060,30907,583,1262008,145255,79073,926757,90967,1236557,1267504,37.3,402243,387828,131578,265662,147643,165476,5.4,901125,54824,72424,36757,336950,61444,45120351269,75355,26277,95184314,309211951,139656,361310,346175,707485,16873,15814,4070,79174,135784,121991
460,1124,Suburban,593130.61,Strip,Moderate,4900,4260,61,80,On Trend,On Trend,5mile,24.59,22.46,2.13,18619,160,24,12784,531,693,4156,455,8994,9625,37.4,4049,2078,740,830,984,1163,3.9,6637,42062,53033,247,2059,50811,278511074,60020,19486,704407,2401062,1632,2843,2874,5717,100,119,27,784,826,449
461,1127,Urban,554255.2299999999,Mall,Warm,4800,4457,84,72,Fashion Forward,Fashion Forward,15min,28.4,25.55,2.85,803957,25734,1681,412259,75737,108127,185836,21999,396957,406999,36.2,84737,104103,32490,159344,43235,51948,2.8,326802,79303,106278,10510,149496,94024,22181967637,108273,43275,36222563,107037943,24004,102894,100851,203745,3690,4802,2017,19244,53123,77130
462,1128,Urban,745370.4099999999,Mall,Moderate,7022,6217,78,110,Fashion Forward,Fashion Forward,15min,28.22,25.5,2.72,514649,8941,2080,362104,95466,23059,20478,13542,248836,265813,40.1,89365,65310,28233,85120,31095,28025,3.4,200592,67176,91536,5679,63522,82992,13523661769,98775,35925,31121412,88839388,19732,71899,69596,141495,2457,2382,839,10395,22966,30160
463,1129,Urban,635355.0699999998,Strip,Moderate,4557,3904,57,132,On Trend,On Trend,5mile,27.81,25.11,2.7,73159,823,163,62279,3958,851,3667,2404,35699,37461,37.6,13121,12241,3961,10366,4497,4186,2.2,26904,68390,83264,836,10039,77756,1768712577,86911,30698,2596347,7579050,2019,10664,10279,20943,298,389,149,845,4064,5130
464,1131,Suburban,545228.1799999998,Mall,Frigid,4384,3804,40,118,On Trend,On Trend,15min,26.94,24.16,2.78,28007,1063,241,22114,319,213,4594,767,14553,13454,36.8,6374,4288,1689,2605,1640,1977,4.6,10542,67900,80478,718,3873,78926,620469256,84663,30897,1555656,4762507,1345,4191,3872,8063,362,234,121,520,1219,2132
465,1132,Urban,521165.8299999999,Strip,Cold,5000,4310,49,120,On Trend,On Trend,5mile,30.05,27.08,2.97,142822,911,392,114790,7257,4962,14026,1785,69126,73696,41.5,28461,22449,9650,21113,7894,9318,3.5,54929,74549,91345,550,14828,89092,3860839421,99798,35300,7978264,21369921,3868,18860,17981,36841,205,292,51,1442,4864,8521
466,1134,Urban,844034.19,Mall,Warm,5966,5066,60,100,On Trend,On Trend,15min,30.54,27.17,3.37,521201,2628,21,254572,11979,84519,148687,21443,257165,264035,38.7,57194,71281,29964,89393,30426,42847,3.2,176673,84939,110107,4011,61389,96609,14501175053,111420,37619,21124719,60300112,16547,73712,69301,143013,1318,1727,966,7690,16866,36833
467,1135,Suburban,600465.8,Strip,Warm,4935,4232,40,125,On Trend,On Trend,5mile,23.7,21.62,2.07,21041,477,98,14203,1278,128,1356,4075,11041,10000,39.2,5073,3550,1316,1508,908,791,4.1,7886,44364,59908,444,2604,56823,340510584,68214,23183,1355806,4618365,1410,3472,2544,6016,176,244,24,808,1024,771
468,1136,Suburban,597936.85,Strip,Warm,4900,4202,49,100,On Trend,On Trend,5mile,24.96,22.67,2.28,20657,165,845,15433,3686,162,926,450,9823,10834,42.7,4453,2980,1386,2196,871,912,3.3,8641,42375,58197,230,2446,56217,381433250,67592,24869,917866,3050702,1572,2531,2485,5016,120,58,52,789,1093,565
469,1138,Urban,822196.6199999999,Mall,Cold,4800,4152,60,85,On Trend,On Trend,15min,28.1,25.15,2.95,331435,2932,552,272938,4644,5820,37902,10130,167217,164218,33.3,45784,54048,20304,40320,23527,23769,3.0,102301,71323,85477,4598,43185,78919,7301807385,88941,26608,12283035,35563344,8348,54436,50865,105301,1625,2334,639,5305,17470,20410
470,1141,Suburban,723215.61,Strip,Moderate,5416,4364,55,128,On Trend,On Trend,5mile,27.07,24.48,2.59,38516,35,163,31829,267,194,5024,1202,19310,19207,33.2,7195,6362,2109,3047,2864,1902,5.8,12065,59744,70944,497,5111,64692,705394329,73941,22403,1232259,3627785,928,6083,5880,11963,74,249,174,695,2501,1915
471,1143,Urban,1360954.99,Mall,Cold,8030,7364,103,79,On Trend,On Trend,15min,27.96,25.12,2.84,283670,1258,566,191643,16048,18856,31468,25654,139696,143974,38.2,57789,50341,21024,28841,16579,18419,6.3,104302,64291,79180,3921,37731,75048,6254701687,86289,29326,10874492,34557785,11509,41378,40636,82014,1402,2053,467,6067,15356,16308
472,1144,Urban,1107405.0,Mall,Cold,5246,4448,71,74,Fashion Forward,Fashion Forward,15min,29.41,26.47,2.94,85458,335,690,63101,3856,2404,13972,2125,43369,42088,40.9,18708,10572,5369,11094,4632,5039,3.7,32836,62502,81157,878,9633,76452,1841453492,88528,32197,3881621,12427558,4421,12927,10636,23563,312,357,208,1961,3370,4302
473,1147,Urban,1126020.99,Strip,Warm,4500,3828,66,71,On Trend,On Trend,5mile,26.55,24.1,2.46,84009,508,233,14688,2308,1437,64126,1449,42869,41140,33.9,11846,10559,2673,3683,6518,5515,6.1,21563,43110,57999,764,9144,46279,1068553899,59710,15017,1636381,6649496,5447,15595,14001,29596,320,374,71,3250,3693,2201
474,1148,Urban,1673514.73,Mall,Hot,5834,5171,64,89,Fashion Forward,Fashion Forward,15min,26.6,24.18,2.42,381844,8016,282,197499,77379,12634,83490,10843,187110,194734,38.1,71650,54678,24416,47633,20522,29877,4.3,146426,56046,72359,4786,59268,61045,7053565790,74305,28009,14495117,48045597,21513,53736,52770,106506,2270,2164,352,12774,24980,21516
475,1149,Urban,886138.9,Mall,Hot,5368,4576,61,88,Fashion Forward,Fashion Forward,15min,27.45,24.85,2.6,336613,6750,380,172439,25515,14661,116184,7813,163256,173357,40.1,61457,45249,22631,52906,18908,23314,3.5,133015,60576,83976,3608,47960,70630,7658218102,87253,33273,14806101,45344607,15655,42954,42459,85413,1428,1592,590,9352,19093,19514
476,1152,Urban,1206160.57,Mall,Cold,7000,6236,70,123,Fashion Forward,Fashion Forward,15min,27.42,25.07,2.35,156991,2816,395,107809,30759,6255,6782,5386,76159,80832,38.8,27383,23026,10031,20032,8066,12232,5.8,64465,50921,70850,3297,22594,64405,3105775272,78830,29632,7892164,26106847,10255,22267,22319,44586,1874,1201,223,6262,7878,8455
477,1153,Urban,796595.8999999997,Strip,Cold,4500,3821,45,100,Fashion Forward,Fashion Forward,5mile,25.11,22.76,2.35,72239,0,333,45914,9030,444,14766,2085,34578,37662,40.4,17029,12203,4865,5172,4210,4010,6.7,28929,42437,56569,928,8612,52791,1223394348,64532,22920,3345020,11712709,5654,10104,10138,20242,570,350,9,3071,3203,2337
478,1154,Urban,608999.6999999998,Mall,Cold,5018,4140,44,144,On Trend,On Trend,15min,32.68,29.62,3.06,329686,5209,1457,233586,44865,19089,20005,12140,160300,169386,39.9,57214,37852,24800,45026,14754,42964,4.1,137425,58331,78283,7295,45884,77940,6802244053,90943,33590,17529059,57088089,18884,50347,48485,98832,3805,2680,811,10478,17384,18023
479,1155,Urban,722336.4600000002,Strip,Warm,4500,3847,45,110,Fashion Forward,Fashion Forward,5mile,26.28,24.02,2.26,41874,0,131,14727,21217,827,3113,1990,19742,22132,36.9,6511,7546,2787,4380,2186,5844,7.7,16806,41819,54103,1108,6546,49316,665822385,62593,22430,1212930,4757945,3318,6523,6643,13166,598,471,38,2415,3087,1043
480,1156,Urban,782393.0299999999,Strip,Moderate,4500,3869,71,61,On Trend,On Trend,5mile,25.55,23.22,2.33,65732,0,169,56951,5152,498,1776,1355,31865,33867,39.7,17994,10155,4188,3966,3697,3112,4.1,25689,53434,64823,563,7775,62157,1317072359,72798,25421,3179660,9808299,2580,9257,8808,18065,286,210,66,1784,3306,2684
481,1160,Urban,933297.0299999999,Strip,Warm,4561,3867,65,70,Fashion Forward,Fashion Forward,5mile,24.54,22.37,2.17,75425,3143,113,4863,64617,481,4177,1286,35078,40347,36.6,13724,10809,3802,8934,3833,5483,7.2,30339,40480,56049,1207,11192,46852,1111741319,61426,22654,2450669,9414163,6385,10123,10434,20557,565,471,171,3968,5109,2116
482,1162,Suburban,646500.66,Mall,Moderate,4740,3978,45,110,On Trend,On Trend,15min,25.28,23.24,2.05,41902,427,80,38180,1607,438,974,702,20274,21628,37.3,7954,6071,2659,3524,1659,8499,4.8,16570,40883,59706,2156,4738,54905,646525358,67992,24482,2352416,8218709,3652,7841,8257,16098,1535,479,140,1585,1929,1225
483,1163,Urban,846608.6799999999,Mall,Moderate,5123,4337,62,85,Fashion Forward,Fashion Forward,15min,25.41,23.1,2.3,140071,2525,442,101348,13397,1915,16832,6580,67719,72353,39.2,27647,22413,5877,17889,7619,8757,3.8,58195,51800,67050,3411,18265,65704,2686146358,76523,28392,7442849,24223369,8102,18982,19086,38068,1908,1340,164,4311,7531,6423
484,1165,Suburban,549372.7100000002,Strip,Frigid,4650,3964,47,100,On Trend,On Trend,5mile,26.14,23.79,2.35,10652,560,1486,10099,55,56,148,295,5138,5514,41.1,2853,1581,715,1034,408,383,3.9,4274,44297,59549,297,1207,56667,189048213,65604,24399,452748,1468204,763,1483,1465,2948,106,172,19,280,620,307
485,1166,Suburban,624056.6499999999,Strip,Moderate,4800,4158,80,60,On Trend,On Trend,5mile,24.88,22.68,2.2,20031,401,116,17064,1235,223,982,526,9559,10472,40.7,5558,2328,1230,1717,1088,1343,6.2,8197,36832,51340,309,2477,47444,317435861,58865,21448,777698,2763057,1813,2739,2724,5463,139,171,0,947,916,613
486,1167,Urban,704925.9900000001,Mall,Hot,5173,4422,40,127,Fashion Forward,Fashion Forward,15min,28.67,25.94,2.73,423769,2070,3769,237002,85164,9678,84402,7524,203038,220732,44.7,80462,61006,26545,61331,19349,24590,5.4,175134,55858,78342,3828,45737,64837,8706886979,80903,32626,20302623,59116498,21838,48644,46234,94878,1610,1602,617,9295,18570,17873
487,1170,Suburban,507022.71,Mall,Frigid,4780,4042,45,95,On Trend,On Trend,15min,27.13,24.7,2.43,36741,398,3412,34771,277,169,504,1019,18176,18565,40.0,7071,6387,3606,3780,2094,1638,2.0,14839,56624,74084,704,4835,67122,780792404,80180,30272,1726681,5429950,1581,5158,4935,10093,387,282,35,941,1856,2038
488,1173,Suburban,680362.62,Strip,Warm,4798,4046,60,80,Fashion Forward,Fashion Forward,5mile,24.44,22.4,2.04,23867,157,125,10923,8227,188,4238,290,11771,12095,37.2,5817,2278,944,1152,2040,958,4.2,8614,32012,48062,310,3003,33570,284101135,48442,17782,757817,3272812,2429,3764,3379,7143,208,93,6,1498,987,517
